loca_2,representative_point_lat,representative_point_lng
WARDROP VALLEY,-28.36558925,153.4559312127626
WARDS MISTAKE,-30.13074409,152.03486651448804
WARDS RIVER,-32.218465699999996,151.94157761837744
WAREEMBA,-33.857585385,151.1319436515028
WARIALDA,-29.38940673,150.5348931283618
WARIALDA RAIL,-29.636275635,150.50500247464328
WARILLA,-34.551577894999994,150.8594929677241
WARKWORTH,-32.555882499999996,151.01683766543994
WARNERS BAY,-32.9709953,151.6513868711447
WARNERVALE,-33.24629137,151.43310643546562
BLUE HAVEN,-33.211434765,151.50466446209293
WARRABAH,-30.494233635,150.96305535411494
WARRADERRY,-33.71769621,148.2425978499204
WARRAGAI CREEK,-29.566395265,152.96872435958704
WARRAGAMBA,-33.889373315,150.59948568994287
WARRAGOON,-35.609057285,145.13157332084694
WARRAH,-31.662372325,150.6753448291437
WARRAH CREEK,-31.76889228,150.6808118303784
WARRAH RIDGE,-31.61058294,150.55064046335212
WARRAL,-31.15426489,150.85838399870954
WARRANULLA,-32.185635094999995,152.12649419824743
ALLYNBROOK,-32.348893835,151.54189668967052
BLUE KNOB,-28.548656729999998,153.1959715813323
WARRAWEE,-33.72877317,151.12156540919565
WARRAWIDGEE,-34.30055983,145.74053491133452
WARRAWONG,-34.487774834999996,150.8827780479762
WARRAZAMBIL CREEK,-28.447892305,153.03280849469314
WARREGAH ISLAND,-29.38886814,153.2231452826741
WARRELL CREEK,-30.775213309999998,152.9026624584433
WARREN,-31.718393305,147.8881113108149
WARRI,-35.330446054999996,149.68415285467077
WARRIEWOOD,-33.689439425,151.2940148372918
BLUE MOUNTAINS NATIONAL PARK,-34.007862134999996,150.3141598655508
WARRIMOO,-33.722262895,150.61307262205423
WARROO,-33.32039503,147.54635906351416
WARRUMBUNGLE,-31.259035644999997,148.91878285485495
WARWICK FARM,-33.91255933,150.93480704605003
WASHPOOL,-32.37199799,151.9202117636744
WASHPOOL,-29.2917614,152.38035260018347
WATANOBBI,-33.268113,151.42516149617114
WATERFALL,-34.123032745,150.9900935645848
WATERLOO,-33.900291505,151.20792237389566
WATERSLEIGH,-34.85573900999999,150.51858335817695
BLUE NOBBY,-29.07009882,150.63823897429836
WATERVIEW,-29.68259906,152.90183689777115
WATERVIEW HEIGHTS,-29.690243764999998,152.8462269699591
WATSONS BAY,-33.840141195,151.28117745108634
WATSONS CREEK,-30.680804175,150.99861807618345
WATTAMOLLA,-34.724870249999995,150.6321743088233
WATTAMONDARA,-33.943981055,148.58946699444954
WATTLE FLAT,-33.14815112,149.68959239635274
WATTLE GROVE,-33.952513205,150.9413801981542
WATTLE PONDS,-32.521130985,151.18656714501964
WATTLE RIDGE,-34.286766435000004,150.42281108329027
BLUE VALE,-30.82796102,150.2390954938121
WATTLE SPRINGS,-31.430875455,149.25300903751196
WATTON,-33.31248328,149.42138794481292
WAUCHOPE,-31.476801415,152.73130290127952
WAUGORAH,-34.494708485000004,143.80428193066427
WAUKIVORY,-32.10403213,152.04303553699668
WAVERLEY,-33.901988325000005,151.25556128783222
WAVERLY,-31.873827735,151.0787498102581
WAVERTON,-33.84026292,151.19710498846052
WAY WAY,-30.786930835,152.94609482343637
WAYO,-34.62654198,149.62446947201815
BLUEYS BEACH,-32.35275713,152.53100317551707
WEABONGA,-31.18983235,151.3008332120402
WEAN,-30.7160016,150.27365865107018
WEBBERS CREEK,-32.584928835,151.51637144734153
WEBBS CREEK,-33.340802455,150.90476364001432
WEDDERBURN,-34.14306773,150.82344096430927
WEE JASPER,-35.122013185,148.67058878500953
WEE WAA,-30.305945010000002,149.37874952733756
WEEDALLION,-34.205183245,147.8929078456643
WEEMELAH,-29.031682105,149.3119006543409
WEETALIBA,-31.640148445,149.57088709929178
WEETHALLE,-33.857605605,146.5839192240719
WEILMORINGLE,-29.21753901,146.79814074564922
WEISMANTELS,-32.258423065,151.92126502150506
