loca_2,representative_point_lat,representative_point_lng
FINGAL,-38.418780895,144.85988005097272
FISH CREEK,-38.72560104,146.07125894910013
FISH POINT,-35.44310098,143.72498903162156
FISKVILLE,-37.68225758,144.23784476460244
FITZROY,-37.800086295,144.97929674468202
FITZROY NORTH,-37.783440905,144.9857771511429
FLAGGY CREEK,-37.752435015,147.4816666806666
FLAGSTAFF,-37.048978485,143.77503452204758
AXEDALE,-36.772846,144.531193531011
FLAMINGO BEACH,-38.269822680000004,147.31454271937778
FLEMINGTON,-37.78731549,144.9232537149116
FLINDERS,-38.456491565,144.98591101978298
FLORA HILL,-36.7824773,144.29477001750382
FLOWERDALE,-37.329764499999996,145.30342372350574
FLYNN,-38.197066605,146.67921481048785
FLYNNS CREEK,-38.25480046,146.6406514289681
FOOTSCRAY,-37.800836865,144.89479255564726
FORBES,-37.314215995,144.8878299134114
FOREST HILL,-37.841779,145.17104649614532
AYRFORD,-38.4357676,142.85354822138143
FORGE CREEK,-37.93046848,147.6125818409571
FORREST,-38.512062275,143.70449541918634
FOSTER,-38.675547985,146.20790621164377
FOSTER NORTH,-38.611786705,146.17422993069522
FOSTERVILLE,-36.69595847,144.4712210934308
FOXHOW,-38.054566155,143.4790014363955
FRAMLINGHAM,-38.268593175,142.69561917670023
FRAMLINGHAM EAST,-38.19921584,142.7084242638889
FRANKLINFORD,-37.23994166,144.09128877416646
FRANKSTON,-38.150876034999996,145.14224354153225
BACCHUS MARSH,-37.678382015,144.4410269040032
FRANKSTON NORTH,-38.126613004999996,145.16763133463772
FRANKSTON SOUTH,-38.176040515,145.13296288934373
FREEBURGH,-36.77402379,147.06144394116325
FRENCH ISLAND,-38.35049911,145.3886684611004
FRENCHMANS,-36.997181065,143.19794837825822
FRESHWATER CREEK,-38.270244195000004,144.25512350115557
FRYERSTOWN,-37.139735025,144.26132335711566
FULHAM,-38.08246793,146.96346762645013
FUMINA,-37.910622509999996,146.10152618174146
FUMINA SOUTH,-37.954764005,146.11389104040921
BADDAGINNIE,-36.602457415,145.859805518551
FYANS CREEK,-37.09226883,142.57381543959335
FYANSFORD,-38.13269345,144.29071941931818
GAINSBOROUGH,-38.226002655,145.97571865357907
GANNAWARRA,-35.716908520000004,144.14603644833642
GAPSTED,-36.503061415000005,146.69625583904303
GARDENVALE,-37.89789121,145.00926341335062
GARFIELD,-38.101226495000006,145.6701856488491
GARFIELD NORTH,-38.04208346,145.68615260974934
GARIBALDI,-37.731265449999995,143.85318158453958
GARVOC,-38.283457985,142.80946976054037
BADGER CREEK,-37.688278015,145.54337892859044
GATEWAY ISLAND,-36.096193405,146.8939758841391
GATUM,-37.389358985,141.95784557887765
GAZETTE,-37.917918490000005,142.1581623139635
GEELONG,-38.148774,144.36332408097235
GEELONG WEST,-38.139027005,144.34534941002056
